Route,Location,URL,Avg Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Region
Gray People (Mini Clench),World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108622208/gray-people-mini-clench,1.0,Sport,5.12c/d,1,50.0,47.676829999999995,-122.28334,CentralWest
Project Clench,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108622216/project-clench,2.0,Sport,5.13c,1,55.0,47.676829999999995,-122.28334,CentralWest
Drill Sergeant,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108622224/drill-sergeant,2.7,Sport,5.13b,1,65.0,47.676829999999995,-122.28334,CentralWest
Bones Brigade,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108622229/bones-brigade,3.5,Sport,5.13b,1,65.0,47.676829999999995,-122.28334,CentralWest
Flyboys,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108622237/flyboys,3.0,Sport,5.13+,1,65.0,47.676829999999995,-122.28334,CentralWest
Unsung Heroes,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108622245/unsung-heroes,3.0,Sport,5.14a,1,70.0,47.676829999999995,-122.28334,CentralWest
Les Misarête,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108622251/les-misarete,3.0,Sport,5.14b,1,70.0,47.676829999999995,-122.28334,CentralWest
Thin Wheats,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108622257/thin-wheats,2.0,Sport,5.13c,1,60.0,47.676829999999995,-122.28334,CentralWest
Scarlett Letter,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108622755/scarlett-letter,2.6,Sport,5.12c,1,,47.676829999999995,-122.28334,CentralWest
Hollow Hearted,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108622758/hollow-hearted,2.0,Sport,5.13a,1,45.0,47.676829999999995,-122.28334,CentralWest
Kung Fu Fighter,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108622761/kung-fu-fighter,2.0,Sport,5.13b/c,1,70.0,47.676829999999995,-122.28334,CentralWest
Pinching the Loaf,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108622768/pinching-the-loaf,3.0,Sport,5.12c,1,60.0,47.676829999999995,-122.28334,CentralWest
Webelo,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/109589293/webelo,3.0,Sport,5.12d,1,,47.676829999999995,-122.28334,CentralWest
Eagle Scout,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117120352/eagle-scout,3.0,Sport,5.13c,1,65.0,47.676829999999995,-122.28334,CentralWest
Honorable Discharge,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117120375/honorable-discharge,4.0,Sport,5.13d,1,65.0,47.676829999999995,-122.28334,CentralWest
Topgun,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117120390/topgun,3.0,Sport,5.14a,1,65.0,47.676829999999995,-122.28334,CentralWest
Rear Admiral,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118614306/rear-admiral,3.0,Sport,5.14a,1,80.0,47.676829999999995,-122.28334,CentralWest
The Quickness,World Wall II > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121276729/the-quickness,3.0,Sport,5.12d,1,45.0,47.676829999999995,-122.28334,CentralWest
Goddess,(d) AWOL > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/105793729/goddess,3.5,Sport,5.10c,1,50.0,47.49689,-121.75488999999999,CentralWest
Little Hittlers,(d) AWOL > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/105793733/little-hittlers,2.5,Sport,5.11b,1,80.0,47.49689,-121.75488999999999,CentralWest
Sideswipe,(d) AWOL > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106475859/sideswipe,2.3,Sport,5.10a,1,50.0,47.49689,-121.75488999999999,CentralWest
"Kinder, Gentler, Carpet Bombing",(d) AWOL > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107694665/kinder-gentler-carpet-bombing,2.5,Sport,5.9,1,60.0,47.49689,-121.75488999999999,CentralWest
Situation Room,(d) AWOL > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/109005966/situation-room,2.7,Sport,5.11b,1,70.0,47.49689,-121.75488999999999,CentralWest
You Get What You Deserve,(d) AWOL > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/109230211/you-get-what-you-deserve,2.4,Trad,5.10a,1,,47.49689,-121.75488999999999,CentralWest
Goddess Crack Start Variation,(d) AWOL > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117097228/goddess-crack-start-variation,2.0,Trad,5.9,1,15.0,47.49689,-121.75488999999999,CentralWest
Collateral Damage,(d) AWOL > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117699219/collateral-damage,2.3,Trad,5.10d,1,80.0,47.49689,-121.75488999999999,CentralWest
DWI,(d) AWOL > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117699235/dwi,2.2,Trad,5.10b,1,50.0,47.49689,-121.75488999999999,CentralWest
You Get What You Make of It,(d) AWOL > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120961382/you-get-what-you-make-of-it,3.0,Trad,5.10b,1,60.0,47.49689,-121.75488999999999,CentralWest
The Big Easy,(a) Blackstone > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/105827418/the-big-easy,2.7,Sport,5.9+,1,90.0,47.49638,-121.75503,CentralWest
Human Foot,(a) Blackstone > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/105827424/human-foot,2.1,Sport,5.8,1,100.0,47.49638,-121.75503,CentralWest
Stepping Stones,(a) Blackstone > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106463637/stepping-stones,2.6,Sport,5.10c,1,80.0,47.49638,-121.75503,CentralWest
Stumblesome Fridge,(a) Blackstone > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106502569/stumblesome-fridge,2.0,Sport,5.8,1,60.0,47.49638,-121.75503,CentralWest
Winter's Coat of Armor,(a) Blackstone > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106502575/winters-coat-of-armor,1.8,Sport,5.9-,1,90.0,47.49638,-121.75503,CentralWest
Cranium Teaser,(a) Blackstone > British Aisles > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106502599/cranium-teaser,1.2,Sport,5.6,1,70.0,47.49638,-121.75503,CentralWest
