name,location,url,rating,type,grade,pitches,length,lat,lon,region,yds,protection,ticks,votes,sub_area,area
Pastor of Muppets,Main Wall > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/111748011/pastor-of-muppets,,Trad,5.10a,2.0,250.0,48.09925,-121.34647,NorthWest,10.0,,1,0,Main Wall , Spring Mountain 
Wild Rosy,Main Wall > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112551198/wild-rosy,4.0,Trad,5.10,5.0,450.0,48.09925,-121.34647,NorthWest,10.0,,1,1,Main Wall , Spring Mountain 
Rolling Thunder,Main Wall > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112551318/rolling-thunder,,Trad,5.11a,2.0,180.0,48.09925,-121.34647,NorthWest,11.0,,0,0,Main Wall , Spring Mountain 
Cloven Hoof,Main Wall > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112551381/cloven-hoof,,Trad,5.9,1.0,140.0,48.09925,-121.34647,NorthWest,9.0,,0,0,Main Wall , Spring Mountain 
Straight Creek Boogie,Main Wall > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112551468/straight-creek-boogie,3.0,Trad,5.9,2.0,200.0,48.09925,-121.34647,NorthWest,9.0,,0,1,Main Wall , Spring Mountain 
Fake it till you make it,Main Wall > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/113773158/fake-it-till-you-make-it,3.6,Trad,5.10a/b,1.0,100.0,48.09925,-121.34647,NorthWest,10.0,,5,5,Main Wall , Spring Mountain 
Charlatan Man,Main Wall > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/115454454/charlatan-man,3.5,Trad,5.10c/d,1.0,118.0,48.09925,-121.34647,NorthWest,10.0,,2,2,Main Wall , Spring Mountain 
Romantica,Upper Slabs & Dodge Dart Area > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112551713/romantica,4.0,Trad,5.10b,6.0,600.0,48.10039,-121.34422,NorthWest,10.0,,0,1,Upper Slabs & Dodge Dart Area , Spring Mountain 
Ticktock,Upper Slabs & Dodge Dart Area > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112551772/ticktock,2.0,Trad,5.10b,2.0,180.0,48.10039,-121.34422,NorthWest,10.0,,0,1,Upper Slabs & Dodge Dart Area , Spring Mountain 
Shapely Apes,Upper Slabs & Dodge Dart Area > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112807596/shapely-apes,2.0,Sport,5.7,1.0,95.0,48.10039,-121.34422,NorthWest,7.0,,0,1,Upper Slabs & Dodge Dart Area , Spring Mountain 
Dodge Dart,Upper Slabs & Dodge Dart Area > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112807617/dodge-dart,1.0,Trad,5.8+,1.0,110.0,48.10039,-121.34422,NorthWest,8.0,,0,1,Upper Slabs & Dodge Dart Area , Spring Mountain 
Forgotten Youth,Upper Slabs & Dodge Dart Area > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/114950882/forgotten-youth,3.0,Trad,5.11a,1.0,65.0,48.10039,-121.34422,NorthWest,11.0,,0,2,Upper Slabs & Dodge Dart Area , Spring Mountain 
Vitamin R,Upper Slabs & Dodge Dart Area > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117656667/vitamin-r,3.0,Trad,5.9+,2.0,300.0,48.10039,-121.34422,NorthWest,9.0,,0,1,Upper Slabs & Dodge Dart Area , Spring Mountain 
"Jacobs Ladder, 5.10b A-1 or 5.11b",Blueberry Hill & Proxima Wall > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/106006715/jacobs-ladder-510b-a-1-or-511b,3.3,Trad,5.11b,8.0,1000.0,48.14527,-121.59351,NorthWest,11.0,,8,15,Blueberry Hill & Proxima Wall , Exfoliation Dome 
Dark Rhythm,Blueberry Hill & Proxima Wall > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/107192430/dark-rhythm,3.5,Trad,5.10c,8.0,900.0,48.14527,-121.59351,NorthWest,10.0,,30,28,Blueberry Hill & Proxima Wall , Exfoliation Dome 
Ancient Melodies,Blueberry Hill & Proxima Wall > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/107773529/ancient-melodies,3.6,Trad,5.11-,10.0,1100.0,48.14527,-121.59351,NorthWest,11.0,,18,19,Blueberry Hill & Proxima Wall , Exfoliation Dome 
Blueberry Buttress,Blueberry Hill & Proxima Wall > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108703710/blueberry-buttress,2.7,Trad,5.8+,7.0,1000.0,48.14527,-121.59351,NorthWest,8.0,,63,36,Blueberry Hill & Proxima Wall , Exfoliation Dome 
Westward Ho,Blueberry Hill & Proxima Wall > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/110454382/westward-ho,3.0,Trad,5.9,4.0,600.0,48.14527,-121.59351,NorthWest,9.0,,11,8,Blueberry Hill & Proxima Wall , Exfoliation Dome 
Voodoo Wall,Witch Doctor Wall > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112429199/voodoo-wall,3.0,Trad,5.10a A2,7.0,800.0,48.1486,-121.59061,NorthWest,10.0,,3,1,Witch Doctor Wall , Exfoliation Dome 
Snake Charmer,Witch Doctor Wall > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/114980575/snake-charmer,3.3,Trad,5.11a,6.0,500.0,48.1486,-121.59061,NorthWest,11.0,,6,7,Witch Doctor Wall , Exfoliation Dome 
Snagglepuss,Salami Slabs > North Exfo Crags > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117623596/snagglepuss,3.1,Trad,5.8+,7.0,1000.0,48.14864,-121.59781,NorthWest,8.0,,35,15,Salami Slabs , North Exfo Crags 
Rigamarole,Salami Slabs > North Exfo Crags > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117632494/rigamarole,1.3,Sport,5.5,1.0,150.0,48.14864,-121.59781,NorthWest,5.0,,5,3,Salami Slabs , North Exfo Crags 
Vader,Salami Slabs > North Exfo Crags > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117632513/vader,2.0,Trad,5.6,1.0,200.0,48.14864,-121.59781,NorthWest,6.0,,1,2,Salami Slabs , North Exfo Crags 
Centralia,Salami Slabs > North Exfo Crags > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117632553/centralia,2.3,Sport,5.7+,1.0,190.0,48.14864,-121.59781,NorthWest,7.0,,2,3,Salami Slabs , North Exfo Crags 
Chehalis,Salami Slabs > North Exfo Crags > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117632574/chehalis,2.2,Sport,5.7,1.0,200.0,48.14864,-121.59781,NorthWest,7.0,,5,5,Salami Slabs , North Exfo Crags 
Purdie Shuffle,Salami Slabs > North Exfo Crags > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117664422/purdie-shuffle,2.3,Trad,5.10a,3.0,350.0,48.14864,-121.59781,NorthWest,10.0,,2,3,Salami Slabs , North Exfo Crags 
Top Cat,Salami Slabs > North Exfo Crags > Exfoliation Dome > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/120968516/top-cat,3.0,Trad,5.8+,2.0,250.0,48.14864,-121.59781,NorthWest,8.0,,5,2,Salami Slabs , North Exfo Crags 
Over the Rainbow,The Comb > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/119929763/over-the-rainbow,3.0,Trad,5.10b,3.0,500.0,48.15345,-121.62054,NorthWest,10.0,,0,1,The Comb , Darrington 
Bump City,The Comb > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/119929917/bump-city,2.0,Trad,5.9,1.0,170.0,48.15345,-121.62054,NorthWest,9.0,,0,1,The Comb , Darrington 
You Moss Be Joking,Mossy Loaf > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/119509198/you-moss-be-joking,,Trad,5.5,1.0,35.0,48.03015,-121.44552,NorthWest,5.0,,0,0,Mossy Loaf , Monte Cristo 
Moss Out For Harambe,Mossy Loaf > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/119509372/moss-out-for-harambe,1.0,Trad,5.7,1.0,45.0,48.03015,-121.44552,NorthWest,7.0,,0,1,Mossy Loaf , Monte Cristo 
2C #11,2C (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540658/2c-11,1.0,Sport,5.7,1.0,50.0,48.02581,-121.44258,NorthWest,7.0,,2,1,2C (Placeholder) , Monte Cristo 
2C #10,2C (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540672/2c-10,2.0,Trad,5.9,1.0,35.0,48.02581,-121.44258,NorthWest,9.0,,2,1,2C (Placeholder) , Monte Cristo 
2C #9,2C (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540686/2c-9,2.0,Sport,5.8,1.0,70.0,48.02581,-121.44258,NorthWest,8.0,,1,1,2C (Placeholder) , Monte Cristo 
2C #8,2C (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540705/2c-8,2.0,Sport,5.8,1.0,50.0,48.02581,-121.44258,NorthWest,8.0,,2,1,2C (Placeholder) , Monte Cristo 
2C #7,2C (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540730/2c-7,3.0,Sport,5.10a,1.0,50.0,48.02581,-121.44258,NorthWest,10.0,,2,1,2C (Placeholder) , Monte Cristo 
2C #6,2C (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540744/2c-6,,Sport,5.10+,2.0,120.0,48.02581,-121.44258,NorthWest,10.0,,0,0,2C (Placeholder) , Monte Cristo 
2C #5,2C (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540756/2c-5,2.0,Trad,5.7,1.0,85.0,48.02581,-121.44258,NorthWest,7.0,,1,1,2C (Placeholder) , Monte Cristo 
2C #4,2C (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540816/2c-4,3.0,Trad,5.10a,1.0,85.0,48.02581,-121.44258,NorthWest,10.0,,3,1,2C (Placeholder) , Monte Cristo 
2c #3,2C (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540862/2c-3,3.0,Trad,5.8-,1.0,85.0,48.02581,-121.44258,NorthWest,8.0,,2,1,2C (Placeholder) , Monte Cristo 
2C #2,2C (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540883/2c-2,2.0,Sport,5.9,1.0,45.0,48.02581,-121.44258,NorthWest,9.0,,1,1,2C (Placeholder) , Monte Cristo 
2C #1,2C (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540926/2c-1,1.0,Trad,5.7,1.0,45.0,48.02581,-121.44258,NorthWest,7.0,,1,1,2C (Placeholder) , Monte Cristo 
BP #1,BP (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540954/bp-1,,Trad,5.10a,1.0,55.0,48.02896,-121.445,NorthWest,10.0,,0,0,BP (Placeholder) , Monte Cristo 
BP #2,BP (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121540966/bp-2,3.0,Sport,5.10c,1.0,55.0,48.02896,-121.445,NorthWest,10.0,,2,1,BP (Placeholder) , Monte Cristo 
BP #3,BP (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541006/bp-3,2.0,Sport,5.8+,1.0,55.0,48.02896,-121.445,NorthWest,8.0,,1,1,BP (Placeholder) , Monte Cristo 
BP #4,BP (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541014/bp-4,1.0,Sport,5.8,1.0,55.0,48.02896,-121.445,NorthWest,8.0,,1,1,BP (Placeholder) , Monte Cristo 
BP #5,BP (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541034/bp-5,,Sport,5.11d,1.0,55.0,48.02896,-121.445,NorthWest,11.0,,0,0,BP (Placeholder) , Monte Cristo 
BP #6,BP (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541039/bp-6,,Sport,5.10d,1.0,45.0,48.02896,-121.445,NorthWest,10.0,,0,0,BP (Placeholder) , Monte Cristo 
BP #7,BP (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541052/bp-7,2.0,Trad,5.8+,1.0,50.0,48.02896,-121.445,NorthWest,8.0,,2,1,BP (Placeholder) , Monte Cristo 
TO #1,TO (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541081/to-1,,Sport,5.8,1.0,100.0,48.02772,-121.44248,NorthWest,8.0,,0,0,TO (Placeholder) , Monte Cristo 
TO #2,TO (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541091/to-2,2.0,Trad,5.8+,1.0,110.0,48.02772,-121.44248,NorthWest,8.0,,1,1,TO (Placeholder) , Monte Cristo 
TO #3,TO (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541122/to-3,2.0,Sport,5.8,1.0,105.0,48.02772,-121.44248,NorthWest,8.0,,1,1,TO (Placeholder) , Monte Cristo 
TO #4,TO (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541141/to-4,2.0,Trad,5.5,1.0,100.0,48.02772,-121.44248,NorthWest,5.0,,1,1,TO (Placeholder) , Monte Cristo 
TO #5,TO (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541156/to-5,1.0,Sport,5.7,1.0,60.0,48.02772,-121.44248,NorthWest,7.0,,1,1,TO (Placeholder) , Monte Cristo 
TO #6,TO (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541181/to-6,2.0,Sport,5.6,1.0,80.0,48.02772,-121.44248,NorthWest,6.0,,1,1,TO (Placeholder) , Monte Cristo 
AR #1,AR (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541228/ar-1,3.0,Sport,5.9,1.0,115.0,48.02973,-121.44536,NorthWest,9.0,,1,1,AR (Placeholder) , Monte Cristo 
AR #2,AR (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541238/ar-2,3.0,Sport,5.8+,1.0,115.0,48.02973,-121.44536,NorthWest,8.0,,2,1,AR (Placeholder) , Monte Cristo 
AR #3,AR (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541253/ar-3,2.0,Sport,5.9,1.0,95.0,48.02973,-121.44536,NorthWest,9.0,,1,1,AR (Placeholder) , Monte Cristo 
AR #4,AR (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121541266/ar-4,2.0,Sport,5.7,1.0,85.0,48.02973,-121.44536,NorthWest,7.0,,1,1,AR (Placeholder) , Monte Cristo 
UC #X,UC (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121567640/uc-x,2.0,Sport,5.11a/b,1.0,45.0,48.02993,-121.4458,NorthWest,11.0,,0,1,UC (Placeholder) , Monte Cristo 
UC #1,UC (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121568196/uc-1,1.0,Sport,5.8,1.0,30.0,48.02993,-121.4458,NorthWest,8.0,,1,1,UC (Placeholder) , Monte Cristo 
UC #6,UC (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121568204/uc-6,2.0,Sport,5.8,1.0,40.0,48.02993,-121.4458,NorthWest,8.0,,1,1,UC (Placeholder) , Monte Cristo 
UC #9,UC (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121568213/uc-9,2.0,Sport,5.9+,1.0,50.0,48.02993,-121.4458,NorthWest,9.0,,1,1,UC (Placeholder) , Monte Cristo 
UC #2,UC (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121568241/uc-2,1.0,Trad,5.9+,1.0,25.0,48.02993,-121.4458,NorthWest,9.0,,1,1,UC (Placeholder) , Monte Cristo 
